"inc_ang [deg]","Freq [GHz]","mag(S(rx1_p1,tx_p1)) []","ang_deg(S(rx1_p1,tx_p1)) [deg]","mag(S(rx2_p1,tx_p1)) []","ang_deg(S(rx2_p1,tx_p1)) [deg]"
-90,6.512,0.00146253131815488,104.85249388742,0.00192487917385474,-60.9342665804907
-90,6.513,0.00146247915177789,102.17813021619,0.0019247881246537,-63.6301210686778
-90,6.514,0.00146242466827101,99.5037702133694,0.00192469303107755,-66.3259727745501
-90,6.515,0.00146236786903061,96.8294140348876,0.00192459389271762,-69.0218215713778
-90,6.516,0.00146230875403335,94.155061835835,0.0019244907113966,-71.7176673516518
-90,6.517,0.00146224732298057,91.4807137847736,0.00192438348655656,-74.4135099840365
-90,6.518,0.00146218357550465,88.8063700361208,0.00192427221807177,-77.1093493489573
-90,6.519,0.00146211751474248,86.1320307515373,0.00192415690755276,-79.8051853283992
-90,6.52,0.00146204913814511,83.4576960869693,0.00192403755390694,-82.5010177949448
-90,6.521,0.00146197844656782,80.7833662014019,0.00192391415861241,-85.1968466307531
-90,6.522,0.00146190544159197,78.1090412615762,0.00192378672188971,-87.8926717161473
-90,6.523,0.00146183012304285,75.434721429288,0.00192365524387958,-90.5884929258938
-90,6.524,0.0014617524897145,72.7604068390288,0.00192351972488951,-93.2843101398061
-90,6.525,0.00146167254448353,70.0860976866015,0.00192338016484293,-95.9801232376622
-90,6.526,0.00146159028609676,67.4117941090986,0.00192323656585475,-98.6759320924567
-90,6.527,0.00146150571561701,64.7374962758046,0.00192308892696874,-101.371736586126
-90,6.528,0.00146141883281077,62.0632043364471,0.00192293724889927,-104.067536599378
-90,6.529,0.00146132963815557,59.3889184564128,0.00192278153255981,-106.763332002039
-90,6.53,0.00146123813296333,56.7146388073812,0.00192262177757612,-109.459122683526
-90,6.531,0.00146114431685216,54.0403655367645,0.00192245798577405,-112.154908505148
-90,6.532,0.00146104819012832,51.3660988007275,0.00192229015559364,-114.850689369242
-90,6.533,0.00146094975386332,48.6918387743899,0.0019221182902918,-117.546465120131
-90,6.534,0.0014608490078784,46.0175855924916,0.00192194238814473,-120.24223566856
-90,6.535,0.00146074595326265,43.3433394870771,0.00192176244985447,-122.938000876467
-90,6.536,0.00146064058993138,40.6691005073199,0.00192157847762957,-125.633760621133
-90,6.537,0.00146053291843623,37.9948689009192,0.00192139047121993,-128.329514765585
-90,6.538,0.00146042294000095,35.320644780769,0.00192119843002065,-131.02526321448
-90,6.539,0.00146031065428287,32.6464283385062,0.00192100235629723,-133.721005842749
-90,6.54,0.00146019606184966,29.9722197323461,0.00192080225017247,-136.416742497659
-90,6.541,0.00146007916369789,27.2980191059712,0.00192059811116373,-139.112473098532
-90,6.542,0.00145995995991347,24.6238266359761,0.00192038994166391,-141.80819747918
-90,6.543,0.00145983845170034,21.9496424707427,0.00192017774138399,-144.503915544722
-90,6.544,0.00145971463891814,19.2754667825909,0.00191996151121228,-147.19962717406
-90,6.545,0.00145958852296737,16.6012997212033,0.00191974125103297,-149.89533221956
-90,6.546,0.0014594601033663,13.9271414651428,0.00191951696273825,-152.591030576604
-90,6.547,0.00145932938128385,11.2529921647119,0.00191928864662063,-155.286722118377
-90,6.548,0.00145919635721966,8.57885198431324,0.00191905630246835,-157.982406709388
-90,6.549,0.0014590610322372,5.90472108662114,0.00191881993232432,-160.678084244028
-90,6.55,0.00145892340626794,3.23059963179693,0.00191857953630388,-163.373754586566
-90,6.551,0.00145878348056221,0.556487783196935,0.00191833511529847,-166.069417617565
-90,6.552,0.00145864125526181,-2.11761429663354,0.0019180866702871,-168.765073211228
-90,6.553,0.00145849673123682,-4.79170644465535,0.00191783420167798,-171.46072124131
-90,6.554,0.00145834990917722,-7.46578850401778,0.00191757770931774,-174.156361581308
-90,6.555,0.00145820078983917,-10.1398603047899,0.00191731719623706,-176.851994112246
-90,6.556,0.00145804937454931,-12.8139216824626,0.00191705266133697,-179.547618707445
-90,6.557,0.0014578956627761,-15.4879724859655,0.00191678410706471,177.756764759075
-90,6.558,0.00145773965553037,-18.1620125488025,0.00191651153217131,175.061156409495
-90,6.559,0.00145758135466059,-20.8360416930902,0.00191623493953797,172.365556375271
-90,6.56,0.00145742075904134,-23.5100597859633,0.00191595432910568,169.669964777329
-90,6.561,0.00145725787133926,-26.1840666311745,0.00191566970171399,166.974381739446
-90,6.562,0.00145709269111724,-28.8580620888611,0.00191538105774939,164.2788073879
-90,6.563,0.00145692521960219,-31.5320459830293,0.00191508839952338,161.583241854416
-90,6.564,0.00145675545709162,-34.2060181698282,0.00191479172611607,158.887685249553
-90,6.565,0.00145658340531809,-36.8799784563496,0.00191449104006178,156.192137714798
-90,6.566,0.00145640906422514,-39.5539267006855,0.00191418634227367,153.496599381921
-90,6.567,0.00145623243561,-42.2278627149575,0.0019138776325717,150.80107035561
-90,6.568,0.00145605351895126,-44.9017863531961,0.00191356491240675,148.105550774261
-90,6.569,0.00145587231607389,-47.5756974787402,0.00191324818316249,145.410040774301
-90,6.57,0.00145568882792689,-50.2495959016982,0.00191292744586613,142.714540458565
-90,6.571,0.00145550305451225,-52.9234814325298,0.00191260270057922,140.019049959888
